Date,Close,High,Low,Open,Volume,MA_20,MA_50,MA_200,Signal,Position,Volume_MA,High_Volume,Price_Change,Volume_Signal
2020-10-27,113.54762268066406,114.20982181518612,111.54155210976089,112.4666798665226,92276800,114.0111572265625,114.39128585815429,,0,0.0,127850105.0,False,0.013472320734961407,Normal
2020-10-28,108.28897857666016,112.40824796037596,108.19159788494272,112.03819835998142,143937800,113.78669204711915,114.30632019042969,,0,0.0,127913235.0,False,-0.046312234284226816,Normal
2020-10-29,112.3011245727539,113.86897819384106,109.26279802021776,109.42835336524011,146129200,113.71511650085449,114.29877288818359,,0,0.0,129413675.0,False,0.03705036328561784,Normal
2020-10-30,106.01022338867188,109.0582824202756,104.90006732324844,108.152628005886,190272600,113.51256141662597,114.11540222167969,,0,0.0,131691705.0,False,-0.05601814948884587,Normal
2020-11-02,105.9225845336914,107.7825875731632,104.51054602064649,106.25368777978908,122866900,113.13617897033691,113.81156967163086,,0,0.0,132522860.0,False,-0.0008267019177872204,Normal
2020-11-03,107.54888153076172,108.57138995878807,105.88364715111534,106.78930171860765,107624400,113.00373916625976,113.5112922668457,,0,0.0,129829170.0,False,0.015353637793392716,Normal
2020-11-04,111.94081115722656,112.56405650493748,109.40887600344216,111.15201788927038,138235500,112.99740943908691,113.31896270751953,,0,0.0,131898495.0,False,0.04083659043175292,Normal
2020-11-05,115.91399383544922,116.48855249232687,113.81054286184263,114.862264633811,126387100,113.19509391784668,113.17303558349609,,1,1.0,134043990.0,False,0.0354936027097581,Normal
2020-11-06,115.7823257446289,116.27982636729172,113.28503575822148,115.42138735344204,114457900,113.28881301879883,113.05393295288086,,1,0.0,134741540.0,False,-0.0011359119504348314,Normal
2020-11-09,113.4703598022461,119.0014527698893,113.20697761247202,117.54795729060731,154515300,112.90515975952148,112.89253494262695,,1,0.0,130455965.0,False,-0.01996821127502757,Normal
2020-11-10,113.12895965576172,114.70926801417984,111.3340322401338,112.7192506326525,138023400,112.66511726379395,112.64187484741211,,1,0.0,124240610.0,False,-0.00300871652367507,Normal
2020-11-11,116.5626983642578,116.69926800957136,113.58742258565564,114.31904887518712,112295000,112.59237899780274,112.35978073120117,,1,0.0,122319760.0,False,0.030352428935478182,Normal
2020-11-12,116.28955841064452,117.57722037517924,115.66523790920267,116.68951768570216,103162300,112.52935562133788,112.12636856079102,,1,0.0,121849915.0,False,-0.0023432878394743506,Normal
2020-11-13,116.33834838867188,116.73830026220504,114.98240146299398,116.5139390128418,81581900,112.55106010437012,112.09882385253906,,1,0.0,120159320.0,False,0.00041955596610887547,Normal
2020-11-16,117.35286712646484,118.02595829386176,115.25553681069076,116.0066699066951,91183000,112.77151145935059,112.09001159667969,,1,0.0,118686505.0,False,0.00872041551083047,Normal
2020-11-17,116.46515655517578,117.71379763887924,116.0456904933859,116.62124041188268,74271000,112.87307929992676,112.22198348999024,,1,0.0,116178870.0,False,-0.00756445575660647,Normal
2020-11-18,115.13848114013672,116.88463032919714,115.10921727569529,115.7042739942992,76322100,112.93947525024414,112.23977813720703,,1,0.0,115497675.0,False,-0.011391178737741536,Normal
2020-11-19,115.73352813720705,116.14323708994873,113.9483581313482,114.709248312865,74113000,113.09015808105468,112.34406799316406,,1,0.0,114103925.0,False,0.005168098373176333,Normal
2020-11-20,114.4653778076172,115.86034568136424,114.41660718303844,115.73353312647382,73604300,113.21200447082519,112.45201477050782,,1,0.0,113655510.0,False,-0.010957501685133098,Normal
2020-11-23,111.0608901977539,114.73853654084122,110.9633414959256,114.30931332180998,127959300,113.16313858032227,112.42643112182617,,1,0.0,114460940.0,False,-0.029742509700926734,Normal
2020-11-24,112.34854888916016,113.01189046027504,109.83175227147532,111.1194218881883,113874200,113.10318489074707,112.42309509277344,,1,0.0,115540810.0,False,0.011594168650309378,Normal
2020-11-25,113.18746185302734,113.88982427274505,112.34852978975202,112.71922520154048,76499200,113.34810905456543,112.50295181274414,,1,0.0,112168880.0,False,0.007467056514408821,Normal
2020-11-27,113.7337417602539,114.61169479519091,113.37281088768742,113.71423500058307,46691300,113.41973991394043,112.62859695434571,,1,0.0,107196985.0,False,0.004826328802530311,Normal
2020-11-30,116.1334991455078,118.00646092624498,113.94836962549256,114.1044534951316,169410200,113.92590370178223,112.87040451049805,,1,0.0,106153865.0,True,0.021099784005282007,Bullish
2020-12-01,119.7135772705078,120.44520359107318,117.06996839196349,118.0454701527173,127728200,114.61545333862304,113.12070999145507,,1,0.0,106396930.0,False,0.03082726475428421,Normal
2020-12-02,120.06475830078124,120.34765470402952,117.92840706667508,119.03072137520432,89004200,115.24124717712402,113.34434478759766,,1,0.0,105465920.0,False,0.002933510452869603,Normal
2020-12-03,119.92819213867188,120.7476100677901,119.2160725590913,120.4939775191396,78967600,115.64061622619629,113.65659301757813,,1,0.0,102502525.0,False,-0.0011374375298973671,Normal
2020-12-04,119.25509643554688,119.85015313585949,118.54297683857844,119.59652058101604,78260400,115.80767135620117,113.933955078125,,1,0.0,100096190.0,False,-0.005612489366526141,Normal
2020-12-07,120.71833801269533,121.51824912647388,119.25508543072324,119.31361315240612,86712000,116.05447196960449,114.16150756835937,,1,0.0,98708895.0,False,0.012269845238348287,Normal
2020-12-08,121.33290100097656,121.9182079857445,120.07450289170544,121.3231513423879,82225500,116.44759902954101,114.34915466308594,,1,0.0,95094405.0,False,0.005090883443214844,Normal
2020-12-09,118.79660034179688,122.864440798915,118.03571017773018,121.47923011856346,115089200,116.73098106384278,114.50302017211914,,1,0.0,93947695.0,False,-0.020903651344817642,Normal
2020-12-10,120.22084045410156,120.83541135490304,117.20654344679436,117.54796759030177,81312200,116.91388816833496,114.65187133789063,,1,0.0,92398555.0,False,0.011988896215943123,Normal
2020-12-11,119.41116333007812,119.7525874270328,117.59672962341952,119.4306700888382,86939800,117.06996841430664,114.76544189453125,,1,0.0,91587430.0,False,-0.006734914853074536,Normal
2020-12-14,118.79660034179688,120.32813777119684,118.56248200881195,119.59651146844232,79184500,117.1928810119629,114.94014739990234,,1,0.0,91467560.0,False,-0.00514661252049331,Normal
2020-12-15,124.74717712402344,124.76669132932152,121.089045091943,121.29389959264086,157243700,117.56259651184082,115.16608627319336,,1,0.0,94770595.0,True,0.05009046357476388,Bullish
2020-12-16,124.67888641357422,125.22516505635238,123.45950912702416,124.28869163586886,98208600,117.97328300476075,115.45571044921876,,1,0.0,95967475.0,False,-0.0005474329120996879,Normal
2020-12-17,125.5470733642578,126.40551967508247,124.9032386311393,125.74217073899736,94359800,118.4937126159668,115.72530380249023,,1,0.0,96869360.0,False,0.006963383902898412,Normal
2020-12-18,123.55705261230467,125.93727921352315,123.0302807853553,125.80070956681269,192541500,118.88488883972168,115.95723876953124,,1,0.0,102790785.0,True,-0.0158507936396044,Normal
2020-12-21,125.08858489990234,125.16662682589052,120.4256877381808,121.95722518388207,121251600,119.41604919433594,116.18085159301758,,1,0.0,105173150.0,False,0.012395344945652642,Normal
2020-12-22,128.649169921875,131.11718805054522,126.47379039741485,128.38578029311114,168904800,120.29546318054199,116.33096649169921,,1,0.0,107220425.0,True,0.028464507971066144,Bullish
2020-12-23,127.75170135498048,129.18567507195473,127.57610331955124,128.92230034627153,88223700,121.06562080383301,116.52740432739257,,1,0.0,105937900.0,False,-0.006976092946728851,Normal
2020-12-24,128.73696899414062,130.19047198118514,127.88828722259836,128.1028988014902,54930100,121.84309616088868,116.74179443359375,,1,0.0,104859445.0,False,0.007712364130653793,Normal
2020-12-28,133.34133911132812,133.97540930683178,130.23923574746274,130.70748731350233,124486200,122.82347602844239,117.05762069702149,,1,0.0,108749190.0,False,0.035765717906540706,Normal
2020-12-29,131.56590270996094,135.38986738995197,131.04888802650385,134.66800569567732,121047300,123.59509620666503,117.37085357666015,,1,0.0,106331045.0,False,-0.013314973534837904,Normal
2020-12-30,130.444091796875,132.6584848793838,130.13192410023277,132.2585255999266,96452100,124.13162193298339,117.72085861206055,,1,0.0,104767240.0,False,-0.008526608262316882,Normal
2020-12-31,129.43936157226562,131.43914363088683,128.49312345016165,130.79530874440758,99116600,124.60035209655761,118.02096984863282,,1,0.0,105272860.0,False,-0.007702381999591945,Normal
2021-01-04,126.23966979980467,130.33677367819303,123.65458898588705,130.24898210368568,143301900,124.91592597961426,118.26955200195313,,1,0.0,108489575.0,False,-0.024719619546907046,Normal
2021-01-05,127.8004913330078,128.5126183969194,125.28369478714087,125.732432185154,97664900,125.3431957244873,118.57116439819336,,1,0.0,109459800.0,False,0.012363954497649932,Normal
2021-01-06,123.49853515625,127.83952293982476,123.28392355422082,124.59109992908554,155088000,125.48220558166504,118.80056610107422,,1,0.0,112878600.0,False,-0.03366149951292641,Normal
2021-01-07,127.71269989013672,128.4053127501758,124.72766662301945,125.21541754601186,109578200,125.80119552612305,119.1140559387207,,1,0.0,114246235.0,False,0.0341231961055648,Normal
2021-01-08,128.8150177001953,129.38081053932285,127.03959725138373,129.18569826826229,105158200,126.30211639404297,119.41940383911133,,1,0.0,113749685.0,False,0.008631230966120507,Normal
2021-01-11,125.82019805908205,126.9810473987332,125.35196143707088,126.0250599540097,100384500,126.58208427429199,119.77002822875977,,1,0.0,114703300.0,False,-0.02324899452394147,Normal
2021-01-12,125.64463806152344,126.51283409054386,123.75216213905772,125.351984536971,91951100,126.89375801086426,120.03689849853515,,1,0.0,114953865.0,False,-0.0013953244412806542,Normal
2021-01-13,127.6834487915039,128.22972749827673,125.34225008105514,125.6056248886202,88636800,127.33810043334961,120.4703630065918,,1,0.0,115426480.0,False,0.01622680252365516,Normal
2021-01-14,125.75194549560548,127.7907407644143,125.60561128893497,127.59564337383038,90221800,127.38833885192871,120.86695022583008,,1,0.0,112075385.0,False,-0.015127280114843988,Normal
2021-01-15,124.02530670166016,127.0298542364412,123.88873703576,125.6251291671953,111598500,127.35565986633301,121.19647872924804,,1,0.0,112744880.0,False,-0.013730513568918634,Normal
2021-01-19,124.69840240478516,125.5568487900098,123.83020635972,124.64962433562889,90757300,127.31322631835937,121.45163055419921,,1,0.0,112564755.0,False,0.00542708356081012,Normal
2021-01-20,128.79551696777344,129.24425439918255,125.40077446290326,125.50808026921992,104319500,127.57514953613281,121.7092610168457,,1,0.0,108153655.0,False,0.03285619129015438,Normal
2021-01-21,133.51690673828125,136.2483143489001,130.31726250111956,130.52212439802992,120150900,127.99656562805175,122.06395263671875,,1,0.0,108098620.0,False,0.03665802880149305,Normal
2021-01-22,135.66305541992188,136.4239457057513,131.7122697758214,132.941396802551,114459400,128.3472599029541,122.50780654907227,,1,0.0,105376350.0,False,0.016073984441891565,Normal
2021-01-25,139.418701171875,141.53553807458803,133.19499556294772,139.5650353578536,157611700,128.93060989379882,123.03360137939453,,1,0.0,108845750.0,False,0.027683629417958766,Normal
2021-01-26,139.65281677246094,140.7648880340617,137.90666052106042,140.08203987079344,98390600,129.47640228271484,123.4954037475586,,1,0.0,111018775.0,False,0.0016792266648455456,Normal
2021-01-27,138.5797882080078,140.7649176755725,136.97021613529958,139.9162209578925,140843800,129.73832473754882,123.94120834350586,,1,0.0,111836655.0,False,-0.007683544014736476,Normal
2021-01-28,133.73155212402344,138.5115203730672,133.35110697778126,136.10202948520754,142621100,129.84660720825195,124.2890724182129,,1,0.0,112915345.0,False,-0.034985160149813344,Normal
2021-01-29,128.72723388671875,133.39013165524483,127.0201056066314,132.50242137720485,177523800,129.76076431274413,124.51655975341797,,1,0.0,116968930.0,True,-0.03742062481009456,Bearish
2021-02-01,130.85379028320312,132.0634176836117,127.7224234481406,130.47334523641737,106239800,129.83148574829102,124.80433242797852,,1,0.0,117325090.0,False,0.016519863996734108,Normal
2021-02-02,131.6829833984375,132.97063793703109,131.31228797923288,132.40484514955168,83305400,130.10365142822266,125.13522247314454,,1,0.0,114325265.0,False,0.0063367909591289795,Normal
2021-02-03,130.65870666503906,132.4438766522119,130.33678930161688,132.434112108336,89880900,130.2465621948242,125.43372604370117,,1,0.0,113936065.0,False,-0.0077783530336584805,Normal
2021-02-04,134.0242156982422,134.03396535939603,131.2928071922982,132.96092211829657,84183100,130.77284622192383,125.82490280151367,,1,0.0,110390820.0,False,0.02575801581926762,Normal
2021-02-05,133.60897827148438,134.2537751308866,132.72972066845895,134.1853957164029,75693800,131.06766014099122,126.27586456298827,,1,0.0,108696600.0,False,-0.0030982268733639184,Normal
2021-02-08,133.7555694580078,133.80442042932916,131.81141409431623,132.89584006586705,71297200,131.31468772888184,126.70400497436523,,1,0.0,107003550.0,False,0.001097165687664825,Normal
2021-02-09,132.8762664794922,134.703191022344,132.71996427692022,133.47221241675678,76774200,131.66749114990233,127.09778106689453,,1,0.0,105823035.0,False,-0.006573954131993576,Normal
2021-02-10,132.27053833007812,133.83367940103972,131.30334311535862,133.33542054472144,73046600,131.99878616333007,127.46851699829102,,1,0.0,104877810.0,False,-0.004558587966554173,Normal
2021-02-11,132.0165252685547,133.24748871589713,130.6878599207111,132.76877325498876,64280000,132.2154399871826,127.78617752075195,,1,0.0,103659970.0,False,-0.0019204054412295113,Normal
2021-02-12,132.2510223388672,132.40733945975953,130.60973729116114,131.25453423442616,60145100,132.5403938293457,128.03692642211914,,1,0.0,102156135.0,False,0.0017762705830612902,Normal
2021-02-16,130.12118530273438,132.876202221211,129.73039271723965,132.36819422088718,80576300,132.8451877593994,128.2380549621582,,1,0.0,100605025.0,False,-0.016104503379002377,Normal
2021-02-17,127.82538604736328,129.1735950188555,126.48695621215256,128.22594304718632,97918500,133.00153694152831,128.39599884033203,,1,0.0,100963085.0,False,-0.017643547052155872,Normal
2021-02-18,126.72142028808594,127.00473197716651,124.47441051012312,126.22316141432486,96856700,132.89783210754393,128.5453253173828,,1,0.0,100589945.0,False,-0.008636514180902166,Normal
2021-02-19,126.8777313232422,127.69838867042822,125.8323923619749,127.23921649175708,87668800,132.56587333679198,128.66851318359375,,1,0.0,98965840.0,False,0.0012335012881081742,Normal
2021-02-22,123.0969009399414,126.73119158884104,122.70611563671171,125.06058423119389,103916400,131.93756561279298,128.70379318237303,,1,0.0,98438690.0,False,-0.02979900683807546,Normal
2021-02-23,122.96014404296876,123.79055826756264,115.66225415226056,120.9085302370277,158273000,131.11463775634766,128.78706405639647,,1,0.0,98471755.0,True,-0.0011109694551885152,Normal
2021-02-24,122.46187591552734,122.66703652293154,119.41376694425402,122.06132638305527,111039900,130.25509071350098,128.831884765625,,1,0.0,99104220.0,False,-0.004052273452666899,Normal
2021-02-25,118.20233154296876,123.54630136895392,117.76270273555824,121.80731459672973,148199500,129.23621788024903,128.80770812988283,,1,0.0,99472005.0,False,-0.0347826157382789,Normal
2021-02-26,118.46612548828124,121.97340694279768,118.40750284268556,119.76547611682196,164560400,128.47294654846192,128.8010986328125,,0,-1.0,100568970.0,True,0.0022317152451141187,Normal
2021-03-01,124.84563446044922,124.98240817122092,119.9608377797224,120.89871784798896,116307900,128.27886657714845,128.803067779541,,0,0.0,97508175.0,False,0.05385091262057906,Normal
2021-03-02,122.2371826171875,125.75423553632804,122.12971646948624,125.4513804584117,102260900,127.84803619384766,128.7542337036133,,0,0.0,97309230.0,False,-0.020893416534224718,Normal
2021-03-03,119.24767303466795,122.81357666599573,119.03274075416354,121.9343116337546,112966300,127.22627067565918,128.6282456970215,,0,0.0,98792275.0,False,-0.024456630286398662,Normal
2021-03-04,117.36214447021484,120.75219519765209,115.88694096141371,118.94482157612892,178155000,126.56144256591797,128.5043475341797,,0,0.0,103205980.0,True,-0.015811868831226095,Normal
2021-03-05,118.62242126464844,119.13044438108312,114.86112866250237,118.19256415106084,153766600,125.79135284423828,128.3750242614746,,0,0.0,106685155.0,False,0.010738358608924692,Normal
2021-03-08,113.6790008544922,118.2120920526179,113.53245544800268,118.14370519007068,154376600,124.79485397338867,128.07562088012696,,0,0.0,110619295.0,False,-0.041673575344810976,Normal
2021-03-09,118.30003356933594,119.24768556736949,116.05303097701892,116.28749919238894,129525800,124.02207717895507,127.88658752441407,,0,0.0,113530725.0,False,0.040649835766577436,Normal
2021-03-10,117.21561431884766,119.35515074210788,116.6978194776284,118.88621431520568,111943300,123.23904457092286,127.6561604309082,,0,0.0,115289180.0,False,-0.009166685906751626,Normal
2021-03-11,119.14997863769533,120.37117800154545,118.466109975383,119.71661693138805,103026500,122.58301658630371,127.37233322143555,,0,0.0,116788175.0,False,0.01650261639704298,Normal
2021-03-12,118.24141693115234,118.37819067624436,116.41450728444738,117.62593507823824,88105100,121.89426116943359,127.10584350585937,,0,0.0,117979430.0,False,-0.0076253618920544275,Normal
2021-03-15,121.13321685791016,121.14298854077106,117.64547143758236,118.6126667933378,92403800,121.33837089538574,126.91962600708008,,0,0.0,119592365.0,False,0.024456742838607992,Normal
2021-03-16,122.67678833007812,124.28877278836028,121.84637435266262,122.80379036543536,115227900,120.96615104675293,126.78437454223632,,0,0.0,121324945.0,False,0.01274275968398153,Normal
2021-03-17,121.88548278808594,122.96013686622555,119.52123487184645,121.19184236079936,111932600,120.66915588378906,126.69729080200196,,0,0.0,122025650.0,False,-0.0064503281571333115,Normal
2021-03-18,117.7529296875,120.34187390478134,117.54776908284732,120.04878306750058,121229700,120.22073135375976,126.4963395690918,,0,0.0,123244300.0,False,-0.03390521172870875,Normal
2021-03-19,117.2253646850586,118.63218870661474,116.9225096345994,117.13744191051596,185549500,119.73811302185058,126.37087615966797,,0,0.0,128138335.0,False,-0.004480270714635193,Normal
2021-03-22,120.54702758789062,121.0159714098922,117.48914715086832,117.55753401515928,111912300,119.61061935424804,126.22756271362304,,0,0.0,128538130.0,False,0.028335701166348315,Normal
2021-03-23,119.71662139892578,121.37744961429632,119.3258360971887,120.48842032011387,95467100,119.4484432220459,126.04559478759765,,0,0.0,125397835.0,False,-0.00688864923159882,Normal
2021-03-24,117.32307434082033,120.0683358748522,117.303538428483,119.99017731828248,88530500,119.19150314331054,125.87565231323242,,0,0.0,124272365.0,False,-0.019993439759125486,Normal
2021-03-25,117.8115463256836,118.85690017985242,116.25818424833348,116.7857432897759,98844700,119.17196388244629,125.71899047851562,,0,0.0,121804625.0,False,0.004163477539331106,Normal
2021-03-26,118.41726684570312,118.68105009974973,116.18002856883524,117.57708103155676,94071200,119.16952095031738,125.5336668395996,,0,0.0,118280165.0,False,0.00514143595352734,Normal
2021-03-29,118.59313201904295,119.75571639457851,117.94834252210464,118.84714361655718,80819200,118.85689582824708,125.39049057006837,,0,0.0,116505730.0,False,0.0014851311639287879,Normal
2021-03-30,117.13744354248048,117.62592328414752,116.12140478537988,117.3426041395475,85671900,118.60190887451172,125.25273330688476,,0,0.0,115676280.0,False,-0.012274644001549095,Normal
2021-03-31,119.33560180664062,120.67403152206796,118.35864232800029,118.84712206732044,118323800,118.60630531311035,125.14547729492188,,0,0.0,115944155.0,False,0.018765632898271045,Normal
2021-04-01,120.16602325439452,121.31883580815018,119.66777180267046,120.8108201276386,75089100,118.74649925231934,124.9728874206543,,0,0.0,110790860.0,False,0.006958706665756154,Normal
2021-04-05,122.99920654296876,123.25321810824464,120.23440927913929,121.01597988601443,88651200,118.96533851623535,124.76253341674804,,0,0.0,107535090.0,False,0.023577240985801273,Normal
2021-04-06,123.3020477294922,124.20084860867148,122.75495283844548,123.58536685624392,80171300,119.44649085998535,124.51531326293946,,0,0.0,103824825.0,False,0.0024621393506114586,Normal
